artist.name,title,terms,song_num,artist.hotttnesss,bars_start,beats_start,duration,end_of_fade_in,familiarity,key,latitude,longitude,loudness,mode,start_of_fade_out,tatums_start,tempo,time_signature,year
Michael Bloomfield,I Must See Jesus,blues-rock,1633,0.372179878,0.41287,0.41287,271.85587,0.316,0.495066661,0,37.15735675,-63.93335787,-13.983,1,263.425,0.41287,74.392,3,0
Paul Rodgers,Alright Now,blues-rock,1634,0.364556676,1.2839,0.27363,269.81832,0.17,0.60104754,11,37.15735675,-63.93335787,-8.525,0,263.964,0.27363,120.859,4,0
Dead Prez,Assassination,hip hop,1635,0.4695139,0.99518,0.30805,120.86812,0,0.676492513,6,37.15735675,-63.93335787,-6.72,1,120.868,0.13718,170.081,5,2000
David Cook,I Did it for You,post-grunge,1636,0.530772085,1.06363,0.27214,229.45914,2.322,0.862099767,9,36.15398,-95.99277,-3.8,1,217.641,0.07136,82.282,4,2008
Knack,A World Of My Own,british pop,1637,0.439438996,0.57249,0.57249,255.21587,0.257,0.589190725,9,37.15735675,-63.93335787,-6.778,1,236.507,0.34541,138.378,4,0
La Portuaria,Down On The Corner,disco,1638,0.30571906,1.48154,0.2763,155.03628,0.247,0.522888132,4,37.15735675,-63.93335787,-6.611,1,152.213,0.12858,99.901,4,2005
Mulberry Lane,Come Dance With Me,folk-pop,1639,0.340497417,0.70199,0.28812,169.58649,0,0.494940623,0,37.15735675,-63.93335787,-4.333,1,163.614,0.08272,148.012,4,0
Liars,A Visit From Drum,experimental rock,1640,0.420412618,1.38091,0.47347,259.05587,0,0.786359137,11,34.05349,-118.24532,-8.977,0,259.056,0.24943,126.46,4,2006
Tom Barabas,More Than Words,meditation,1641,0.393622172,0.02167,0.02167,276.79302,0.38,0.448025346,7,37.15735675,-63.93335787,-22.645,1,253.933,0.02167,138.83,1,1992
Modeselektor,We Do It Too,techno,1642,0.395793546,1.33784,0.05894,385.2273,0,0.74119524,1,37.15735675,-63.93335787,-6.965,1,353.228,0.05894,94.005,4,2002
Naseebo Lal_ Arif Lohar,Mar gaye te sada naal,italian disco,1643,0,0.74502,0.33548,1037.68771,0,0.363475535,11,37.15735675,-63.93335787,-11.368,0,1030.089,0.1302,147.347,4,0
Chris Brown,Talking Drum (Isea '95),r&b,1644,0.830356766,0.25316,0.25316,99.3171,0,0.892688611,2,37.15735675,-63.93335787,-20.575,1,99.317,0.25316,204.064,1,0
DJ Taz,C.O.G. To The ATL,gangster rap,1645,0.240551991,1.55952,0.24062,348.02893,12.394,0.409989492,4,37.15735675,-63.93335787,-8.963,0,337.287,0.07484,92.012,4,0
Gabriel Yared,La clA(c) parfumA(c)e,latin jazz,1646,0.399042081,0.65867,0.65867,53.31546,2.026,0.611801472,6,33.89275,35.48527,-23.155,0,53.315,0.1564,79.685,4,2006
Starless & Bible Black,Hermione,swamp rock,1647,0.251599924,0.31759,0.31759,189.43955,0.243,0,2,37.15735675,-63.93335787,-9.215,1,174.132,0.31759,118.66,1,0
Gustavo A. Santaolalla,La Vuelta,folk,1648,0.406626217,0.18448,0.18448,186.5922,0.148,0.643982592,4,-34.60852,-58.37354,-15.45,0,172.803,0.18448,159.502,3,1998
Widespread Bloodshed,Wepons Of Mass Deception (Album),power violence,1649,0.280061858,0.26464,0.26464,49.94567,0,0.369876958,10,37.15735675,-63.93335787,-2.182,0,49.946,0.11567,174.865,4,0
Billie Jo Spears,Lizzie And The Rain Man,classic country,1650,0.384611084,1.36221,1.36221,212.32281,0,0.523714637,0,30.08615,-94.10158,-11.51,1,193.631,1.36221,174.437,4,0
Smut Peddlers,Chicken Strips (THE DEMOS version),dirty rap,1651,0.361034556,0.54835,0.54835,87.11791,0.073,0.613867472,11,37.15735675,-63.93335787,-6.076,0,83.36,0.29027,116.837,1,0
GA1/4nter Noris,Was Machst Du Mit Dem Knie_ Lieber Hans?,beat,1652,0,0.81243,0.29833,161.802,0,0.059626097,10,37.15735675,-63.93335787,-12.011,1,161.802,0.03998,115.937,4,0
Afrob feat. Sarah,Gief Konjunkturpaket VI,pop rap,1653,0.368196028,0.22712,0.22712,258.19383,0.183,0.622383754,2,37.15735675,-63.93335787,-5.319,1,255.878,0.22712,180.327,1,2009
Shinehead,The Real Rock,dancehall,1654,0.411364132,0.98701,0.27615,250.85342,0.223,0.5291028,2,37.15735675,-63.93335787,-12.439,1,239.496,0.09798,168.935,4,0
Diesel Boy,Pocket Full Of Stars,pop rock,1655,0.376688631,0.35884,0.35884,152.65914,0,0.567814264,2,38.43773,-122.71242,-3.478,1,143.755,0.19959,181.748,1,2001
Eminem,The Way I Am,hip hop,1656,0.804830428,0.17473,0.17473,289.30567,2.02,0.871010615,7,37.15735675,-63.93335787,-2.973,1,277.211,0.17473,174.69,4,2000
Milo,Back Into Business,hard house,1657,0.41851217,0.10735,0.10735,232.38485,0.078,0.502609986,11,40.11727,-88.20449,-5.631,0,225.338,0.10735,85.326,5,0
Zeca Baleiro,Blues Do Elevador,brazilian pop music,1658,0.425126208,0.19187,0.19187,237.97506,0,0.61071322,9,37.15735675,-63.93335787,-12.008,0,228.142,0.19187,86.006,5,2000
Ol' Dirty Bastard,Hippa To Da Hoppa [Explicit Version],hip hop,1659,0.467552021,0.89565,0.26413,181.62893,0,0.694098145,5,37.15735675,-63.93335787,-14.808,1,181.629,0.26413,96.22,4,1995
The Lord Weird Slough Feg,Beast In the Broch,folk metal,1660,0.421388265,0.03956,0.03956,106.60526,0.345,0.507016081,10,37.77916,-122.42005,-9.104,1,102.47,0.03956,93.594,3,2000
Six Brown Brothers,Battery Acid,ragtime,1661,0,0.67013,0.19079,257.95873,0.148,0.321448433,4,37.15735675,-63.93335787,-11.401,1,244.065,0.19079,124.487,4,1988
Mario Garcia,Mis SueA+-os feat Norma Castro,tribal house,1662,0.273923339,1.1999,0.27647,558.28853,0,0.439362957,0,37.15735675,-63.93335787,-8.078,1,553.233,0.04541,130.019,4,0
Eddie Jones,Perfidia,r&b,1663,0.319119602,0.23517,0.23517,114.93832,0.374,0.440042445,0,33.51711,-90.18043,-8.667,1,111.078,0.05449,164.52,1,0
Audio Adrenaline,Will Not Fade  (Hit Parade Album Version (new Song)),ccm,1664,0.516234384,1.22597,0.5407,229.01506,0,0.687478318,4,37.15735675,-63.93335787,-4.774,0,225.553,0.3696,87.899,4,0
Pacha Massive,Just Want To See Ya,trip hop,1665,0.420945486,0.6099,0.18214,241.68444,0.154,0.590818773,0,40.71455,-74.00712,-8.948,0,222.662,0.18214,140.025,4,2009
Gob,No Regrets,pop punk,1666,0.401723686,0.50101,0.05306,153.33832,0,0.651045661,4,37.15735675,-63.93335787,-5.92,1,141.56,0.05306,133.986,4,2001
Zuma,Inferior (Late Night Version),electro,1667,0.334555146,0.91283,0.41484,266.00444,0.235,0.528197686,7,37.15735675,-63.93335787,-8.147,1,262.769,0.16584,119.996,4,0
Nick Conolly,Pseudoephedrine,singer-songwriter,1668,0,1.44841,1.07863,307.51302,0,0.024808158,4,37.15735675,-63.93335787,-17.83,0,298.028,0.89374,164.698,4,0
Rupa & the April Fishes,C'est Moi,tango,1669,0.37986811,0.09756,0.09756,251.76771,0,0.568428704,11,37.15735675,-63.93335787,-8.592,1,240.849,0.09756,165.971,4,2009
William Orbit,Love My Way,progressive house,1670,0.424953084,2.81005,0.34919,159.11138,0.287,0.674970293,1,37.15735675,-63.93335787,-20.142,1,141.816,0.34919,98.823,7,1987
Vitamin C,About Last Night (LP Version),teen pop,1671,0.397803707,0.76146,0.14798,241.03138,0.094,0.680332846,2,37.15735675,-63.93335787,-6.297,1,229.68,0.14798,96.989,4,1999
The Black Crowes,Girl From A Pawnshop,blues-rock,1672,0.536400011,1.30017,0.30182,404.58404,0,0.797420741,7,37.15735675,-63.93335787,-8.087,1,404.584,0.30182,119.713,4,1996
Freddie King,Boogie Man,texas blues,1673,0.382593001,0.44405,0.44405,226.06322,0.369,0.609636698,11,37.15735675,-63.93335787,-14.977,1,212.312,0.21979,135.951,1,1973
Amoral,Perfection Design,death metal,1674,0.414275682,1.48036,0.6245,238.94159,0.309,0.61828473,0,60.17116,24.93258,-3.394,1,233.471,0.33922,139.977,4,2009
Steve Vai,Angel Food,instrumental rock,1675,0.543954417,0.24284,0.24284,383.29424,0,0.645720023,4,37.15735675,-63.93335787,-12.338,1,383.294,0.24284,147.83,1,2009
K's Choice,My Record Company,post-grunge,1676,0.451219237,0.25118,0.25118,222.30159,0.531,0.640757317,4,37.15735675,-63.93335787,-7.3,1,219.458,0.06458,161.456,4,1995
Rickie Lee Jones,Coolsville (Live Acoustic Version),folk rock,1677,0.503151606,0.55897,0.55897,308.92363,0,0.670615396,9,37.15735675,-63.93335787,-18.105,1,305.087,0.18847,60.757,3,0
Nine Inch Nails,Memorabilia,industrial metal,1678,0.598458501,0.59906,0.14245,441.96526,0.102,0.905776889,10,41.50471,-81.69074,-6.962,0,439.478,0.14245,133.903,3,1994
The Fabulous Thunderbirds,I Can't Quit You Baby (Live) [Never Released],blues-rock,1679,0.429353515,1.7064,0.35822,342.20363,0.31,0.623154284,0,30.2676,-97.74298,-9.573,1,338.437,0.35822,92.742,7,2003
Wang Chung,Dance Hall Days,pop rock,1680,0.441366585,0.1579,0.1579,234.762,0.27,0.606611264,0,37.15735675,-63.93335787,-12.455,1,228.49,0.1579,205.245,4,1983
Tex Williams,Smoke! Smoke! Smoke! (That Cigarette),western swing,1681,0.313647771,0.36271,0.36271,181.08036,0,0.425883322,9,39.14465,-89.10827,-26.997,1,178.527,0.15203,142.398,4,1947
Foo Fighters,Razor,grunge,1682,0.550762085,0.14358,0.14358,287.99955,0.334,0.839275393,2,37.15735675,-63.93335787,-16.372,1,284.642,0.14358,126.986,1,2005
Faithless,Six,progressive house,1683,0.548533655,0.6941,0.17276,142.52363,0.143,0.813013089,5,51.50632,-0.12714,-10.596,0,133.12,0.04259,229.808,4,2004
Jo Privat,Sous Les Ponts De Paris (Valse),gypsy jazz,1684,0.32085013,0.50831,0.50831,148.74077,0.421,0.391454064,0,37.15735675,-63.93335787,-7.551,1,143.383,0.2008,98.681,3,0
Marion Harris,Would You Like To Take A Walk?,ragtime,1685,0.325717803,0.42196,0.42196,163.39546,0.286,0.437387028,10,39.76618,-86.44105,-20.524,1,157.588,0.18734,128.601,1,0
Gus Viseur,Le Bal Du P'tit Jardin,gypsy jazz,1686,0.277789967,0.2358,0.2358,128.93995,0.728,0.429349278,8,37.15735675,-63.93335787,-16.683,1,125.19,0.08902,206.454,4,2005
Willie Bobo,A Little Tear,latin jazz,1687,0.379671125,0.42182,0.42182,416.44363,0,0.588827101,1,40.79195,-73.94512,-17.518,1,407.789,0.42182,147.055,1,0
Ice Cube,When Will They Shoot? (Explicit),gangster rap,1688,0.557755675,0.92548,0.2952,276.03546,0,0.838816274,0,37.15735675,-63.93335787,-2.98,1,272.625,0.2952,95.684,4,0
Rick Astley,Close To You,dance pop,1689,0.507464243,0.366,0.366,184.55465,0.27,0.754917646,7,53.45644,-2.63265,-8.7,1,173.099,0.366,86.971,4,2005
Hot Chip,Hold On,dance rock,1690,0.535763158,0.91046,0.02155,381.17832,0,0.852638932,7,51.50632,-0.12714,-6.36,1,377.295,0.02155,134.5,4,2008
US Coast Guard Band,Independentia,patriotic,1691,0.277753672,0.56731,0.07259,207.93424,0,0.338383263,0,37.15735675,-63.93335787,-12.407,0,202.391,0.07259,115.449,4,0
Lollipop Lust Kill,Bury You,industrial metal,1692,0.384079784,1.5,0.30626,265.61261,0,0.575646718,10,37.15735675,-63.93335787,-5.145,0,253.301,0.30626,153.211,7,2000
Bill Douglas,Highland,chamber jazz,1693,0.343389815,0.22406,0.22406,201.9522,0.184,0.489537503,5,37.15735675,-63.93335787,-13.214,1,195.39,0.07885,138.213,4,1990
Los Fabulosos Cadillacs,Matador,ska,1694,0.521726648,0.05817,0.05817,273.78893,0.328,0.774037142,4,-34.60852,-58.37354,-10.27,0,269.903,0.05817,193.575,1,1993
Georges Brassens,Colombine,chanson,1695,0.394289662,0.6886,0.6886,115.25179,0.311,0.6334089,4,46.71067,1.71819,-14.562,1,110.684,0.35314,59.983,4,1956
Michael Bloomfield,You're Killing My Love,blues-rock,1696,0.372179878,0.69222,0.2872,310.59546,0,0.49399508,4,37.15735675,-63.93335787,-10.091,1,301.082,0.0847,153.086,4,0
Chariots,Ghosts,visual kei,1697,0.322814384,2.70376,1.47846,162.69016,0,0.499955343,2,37.15735675,-63.93335787,-4.347,0,140.742,1.26867,98.085,7,0
Mudhoney,It Is Us,grunge,1698,0.476389109,0.36706,0.36706,211.87873,0,0.672680593,4,47.60356,-122.32944,-4.309,0,207.778,0.1518,152.457,4,2006
Apache Indian,Badd Indian,dancehall,1699,0.36096096,1.39546,0.15127,273.18812,2.247,0.56335349,8,37.15735675,-63.93335787,-9.722,0,263.57,0.15127,95.986,4,1993
J. Karjalainen & Mustat Lasit,Keinu Kanssani (2003 Digital Remaster),suomi rock,1700,0.371449825,0.74432,0.74432,223.11138,0,0.499157418,2,37.15735675,-63.93335787,-7.242,0,217.316,0.42163,94.18,4,0
Kari Tapio,Rakkauden veteraani,german pop,1701,0.278425516,0.38674,0.38674,224.7571,0.335,0.475755733,5,37.15735675,-63.93335787,-8.419,1,210.321,0.08842,103.244,4,2009
Mink DeVille,She's So Tough,blues-rock,1702,0.367869339,1.11938,0.49919,166.03383,0.462,0.546460288,9,40.71455,-74.00712,-13.589,0,161.634,0.49919,109.057,4,1977
John Frizzell,DEFCON 4,soundtrack,1703,0.366905853,0.94338,0.59775,108.85179,0.392,0.432839367,7,37.15735675,-63.93335787,-20.373,1,102.075,0.59775,176.756,4,1996
Steve Chou,Wo Men De Fei Leng Cui,chinese music,1704,0.296248811,2.48425,0.7118,214.93506,0,0.422887557,7,37.15735675,-63.93335787,-12.626,1,205.769,0.26255,66.931,4,0
Bob Carlisle,Somewhere,ccm,1705,0.388527293,1.20328,0.35755,326.16444,0,0.563583586,0,37.15735675,-63.93335787,-8.278,1,310.979,0.35755,141.379,4,0
Cantara,Ubi Caritas,chill-out,1706,0,1.25144,0.39918,286.58893,0.327,0.038867537,4,37.15735675,-63.93335787,-9.134,0,277.972,0.18211,139.963,3,0
GWAR,Surf of Syn,comedy rock,1707,0.475085634,0.54911,0.25205,261.79873,0.357,0.687023631,8,37.15735675,-63.93335787,-7.51,1,258.664,0.10464,200.199,4,1995
Mongo Santamaria,Hush,latin jazz,1708,0.360053307,0.4624,0.4624,366.70649,2.148,0.540037749,5,23.0833,-82.4167,-11.257,0,361.221,0.4624,175.613,1,1995
Bert Kaempfert And His Orchestra,Let's Go Home,orchestra,1709,0.367639871,0.4757,0.4757,165.61587,3.181,0.386291901,4,37.15735675,-63.93335787,-12.831,1,154.633,0.21107,111.868,1,0
Vincenzo Bellini,Bellini: Norma: Vanne_ e li cela entrambi,deep house,1710,0.376014493,1.44263,0.06019,244.61016,0,0.508220711,10,37.51146,15.06744,-20.819,1,244.61,0.06019,117.772,5,0
Ronnie Milsap,Wrong End Of The Rainbow,country rock,1711,0.497690507,0.41075,0.41075,242.70322,0.334,0.63259242,2,35.32689,-83.80489,-13.558,1,235.381,0.41075,69.704,1,1982
Jimmy Wakely,If Santa Claus Could Bring You Back To Me,classic country,1712,0.291539727,0.41581,0.41581,159.242,0.34,0.39413854,0,34.31109,-94.02978,-17.896,1,153.49,0.41581,114.028,3,0
Christian Quast,You Are!,tech house,1713,0.251165925,0.49748,0.02285,409.91302,0.485,0.489318162,1,37.15735675,-63.93335787,-12.066,1,402.088,0.02285,124.988,4,0
James Scott Skinner,Mrs Scott Skinner / Mackenzie Hay / The Devil's Elbow,hard house,1714,0,2.15376,1.35991,149.2371,2.299,0.247485184,2,57.15382,-2.10679,-21.63,1,143.975,1.35991,152.363,4,0
Evolution,Peyote,progressive house,1715,0.422846033,0.85696,0.41746,436.21832,0.38,0.596210958,6,37.15735675,-63.93335787,-9.783,0,422.446,0.19771,137.971,4,0
Theodor Zox,What's in a number & Feed me lies remixes,tech house,1716,0.336106342,0.48547,0.48547,353.17506,4.545,0.486766782,10,37.15735675,-63.93335787,-11.005,0,345.379,0.24659,125.009,4,2007
Mix Mob,Intro: The Dragon,rapcore,1717,0.333538925,0.86519,0.11705,24.0322,0.348,0.525491918,1,37.15735675,-63.93335787,-14.38,1,24.032,0.11705,161.26,3,0
Erja Lyytinen,Soul Of A Man,blues-rock,1718,0.348736698,0.70028,0.06629,111.80363,0.461,0.5069025,7,37.15735675,-63.93335787,-13.411,1,111.804,0.06629,91.76,4,2010
Cake,Alpha Beta Parking Lot,post-grunge,1719,0.650665868,0.86581,0.23511,210.07628,0.194,0.794331285,2,37.15735675,-63.93335787,-8.522,1,202.879,0.07803,189.616,4,1998
Between The Buried And Me,Geek USA (Album Version),alternative metal,1720,0.546545162,1.33239,0.23871,325.11955,0.479,0.840590438,6,35.2225,-80.83754,-5.094,1,308.297,0.23871,126.773,4,2006
Gustavo Cerati,Amo Dejarte Asi,electronica,1721,0.429780286,1.87177,0.60115,237.68771,0.264,0.694983409,6,37.15735675,-63.93335787,-10.906,0,213.879,0.28417,94.009,4,0
Oldelaf et Monsieur D,La fAate A  la prison,los angeles,1722,0.279976025,0.54787,0.16854,296.93342,0.125,0.360521012,2,37.15735675,-63.93335787,-7.817,1,293.355,0.16854,145.323,4,2009
LORE,Pluvialus,trip hop,1723,0.394127577,2.14274,1.27684,423.07873,4.725,0.510794577,0,37.15735675,-63.93335787,-13.818,1,381.463,1.04747,135.599,3,0
Goldfinger,Forgiveness,ska punk,1724,0.522277897,0.55324,0.1946,204.25098,0.142,0.729149441,7,37.15735675,-63.93335787,-5.145,1,197.277,0.1946,168.459,4,0
The Embarrassment,Song For Val,jangle pop,1725,0.362371721,0.49452,0.49452,78.75873,0,0.481163683,4,37.15735675,-63.93335787,-6.893,1,75.233,0.33713,186.501,1,0
Tiny Bradshaw,The Train Kept A Rollin,piano blues,1726,0.301772342,0.59671,0.23287,165.35465,0.142,0.40309526,5,41.0981,-80.65079,-8.299,1,159.393,0.23287,153.3,4,0
AndrA(c) Verchuren,Aviatic,chanson,1727,0.267124867,0.17019,0.17019,170.1873,0.136,0.360729206,7,49.34463,2.40955,-10.061,1,164.902,0.17019,137.192,1,1989
Kool Savas,Keiner auAer uns,garage rock,1728,0.449423635,2.03433,0.24719,77.94893,0,0.603382768,6,37.15735675,-63.93335787,-5,0,77.949,0.24719,117.996,5,0
Latif,Luv In the First,hip house,1729,0.344813625,0.30405,0.30405,265.1424,0,0.646277331,9,37.15735675,-63.93335787,-8.072,0,259.692,0.30405,78.588,3,0
Rickie Lee Jones,Love Is Gonna Bring Us Back Alive,folk rock,1730,0.503151606,0.25073,0.25073,291.57832,0.102,0.670615396,7,37.15735675,-63.93335787,-19.544,1,280.143,0.09201,189.524,4,1989
Otis Spann,Can't Do Me No Good,piano blues,1731,0.368689373,0.65895,0.65895,141.24363,0.955,0.534464352,7,32.29869,-90.18049,-10.401,1,132.464,0.09924,86.296,4,1997
Jerry Goldsmith,Main Title,soundtrack,1732,0.423825663,2.50932,1.64862,169.1424,2.363,0.650726924,1,34.05349,-118.24532,-23.815,1,156.822,1.64862,138.308,4,1966
Matteo Bonfanti e i maledetti,Plaza de Mayo,glam,1733,0,0.33075,0.33075,159.242,0.096,0.454113719,2,37.15735675,-63.93335787,-9.909,1,152.613,0.16328,186.549,4,0
Naseebo Lal,Dil Naheen Lagda,italian disco,1734,0,1.39642,0.46023,380.81261,0.241,0.363475535,0,37.15735675,-63.93335787,-12.584,1,375.519,0.08467,64.033,3,0
Seal,Whirlpool [Live],dance pop,1735,0.580013183,0.89588,0.24255,279.74485,0.681,0.567313224,4,37.15735675,-63.93335787,-9.86,0,263.25,0.0766,187.566,4,0
Tesla,The Way It Is,hard rock,1736,0.51346329,0.80983,0.43551,390.66077,0,0.707199764,7,37.15735675,-63.93335787,-10.478,1,390.661,0.24742,161.47,4,1989
Utopia,The Up,new beat,1737,0.430300279,0.38304,0.38304,248.71138,0,0.543936552,9,37.15735675,-63.93335787,-9.95,1,228.426,0.18266,150.209,1,0
BA(c)nabar,Tu Peux Compter Sur Moi,chanson,1738,0.373060493,0.29811,0.29811,188.94322,0.241,0.609294155,4,37.15735675,-63.93335787,-9.224,0,180.303,0.06925,134.552,4,2005
Der Plan,Frisch Verliebt,experimental rock,1739,0.347249717,1.20314,0.37046,163.63057,0.328,0.496224085,7,37.15735675,-63.93335787,-13.01,1,151.986,0.16409,146.143,3,1988
Eurythmics,Missionary Man,dance rock,1740,0.523699078,0.88182,0.42916,269.94893,5.358,0.75100762,5,51.50632,-0.12714,-4.357,0,250.955,0.20462,124.973,4,1986
Maurice Larcange,La feria de San Cristobal (Live),chanson,1741,0.279642625,0.91463,0.40757,181.81179,0.304,0.360241801,7,37.15735675,-63.93335787,-9.606,1,174.73,0.28188,242.393,4,0
BeyoncA(c),Be With You,hip hop,1742,0.612067268,0.41101,0.41101,260.20526,0.375,0.889460725,5,37.15735675,-63.93335787,-6.259,0,249.388,0.41101,149.913,4,2003
A Perfect Murder,Within (Album Version),groove metal,1743,0.398727123,0.25712,0.25712,202.23955,0,0.607919978,4,37.27188,-119.27023,-5.099,0,199.059,0.25712,146.013,1,2007
Michael Stanley Band,Don't Stop The Music,heartland rock,1744,0.294986617,0.69746,0.29732,218.40934,0.195,0.44276965,9,37.15735675,-63.93335787,-9.71,1,195.408,0.09675,150.799,4,1980
Talvin Singh,Traveller,jungle music,1745,0.449139951,0.15029,0.15029,350.4322,0.311,0.637181284,10,51.50632,-0.12714,-10.587,0,323.733,0.15029,106.58,1,1998
Solomon,25 Variations And Fugue On A Theme By G.F. Handel For Piano_ Op. 24: Aria,hip pop,1746,0.341265841,2.22291,1.77846,58.122,1.715,0.629732489,10,37.15735675,-63.93335787,-35.702,1,56.036,1.77846,137.387,4,0
Curtis,Superstar Dog,breakbeat,1747,0.255941316,1.42206,0.4845,456.51546,0,0.644693319,11,37.15735675,-63.93335787,-11.009,0,434.405,0.24971,127.874,4,1999
Toby Emerson,Rapture (Toby Emerson Dub) (Toby Emerson Dub),melodic trance,1748,0.407189856,0.90342,0.44703,397.42649,0,0.573268061,9,37.15735675,-63.93335787,-5.045,1,397.426,0.21942,131.045,4,0
Deep Forest,Madazulu,chill-out,1749,0.455537722,0.74006,0.29205,301.06077,2.786,0.695421645,1,37.15735675,-63.93335787,-8.688,0,284.398,0.14321,133.392,3,1997
Tampa Red,If I Had Known,east coast blues,1750,0.354602926,0.15769,0.15769,169.97832,0.409,0.507796885,10,31.90143,-84.25274,-13.577,1,161.559,0.15769,93.443,1,0
Every Time I Die,Depressionista,alternative metal,1751,0.564855751,1.10781,0.46283,148.92363,0.078,0.842423318,9,42.88544,-78.87846,-4.912,1,146.588,0.14282,95.611,4,2007
Lifer,Boring,nu metal,1752,0.381044109,1.3005,0.14643,228.62322,0.078,0.491458521,5,37.15735675,-63.93335787,-4.739,1,215.911,0.14643,104.587,4,2001
Bad Brains,Riot Squad (1991 Digital Remaster),hardcore punk,1753,0.555414576,0.18823,0.18823,119.71873,0.118,0.726298027,5,37.15735675,-63.93335787,-10.19,0,119.719,0.18823,127.191,1,1983
The Dee Jays,In The Midnight Hour,freakbeat,1754,0.197089101,1.22905,0.22503,195.10812,0.183,0.337736072,5,37.15735675,-63.93335787,-6.586,1,190.491,0.22503,118.355,4,0
Diamond D,Intro,hip hop,1755,0.385425325,2.00058,2.00058,52.79302,2.479,0.605762457,1,27.9758,-81.54106,-13.149,1,48.03,2.00058,146.852,3,1997
Corona,I Gotta Keep Dancing,europop,1756,0.398862597,1.3286,0.42643,221.49179,0,0.60464469,7,37.15735675,-63.93335787,-10.771,1,221.492,0.19637,131.981,4,0
The White Stripes,Im Slowly Turning Into You,blues-rock,1757,0.653897217,0.77947,0.29936,274.59873,0,0.878811344,7,42.33168,-83.04792,-6.209,1,255.779,0.29936,131.279,4,2007
2Fresh,Get It Started,boogaloo,1758,0.257075915,1.5114,0.0887,461.24363,4.133,0.204725766,8,37.15735675,-63.93335787,-5.497,1,456.824,0.0887,85.322,3,0
Ndala Kasheba,Marashi Ya Pemba,soukous,1759,0,1.33882,0.36423,414.1971,0.084,0.283933225,7,-6.36821,34.88519,-4.017,1,405.496,0.11563,120.039,4,0
New Roanoke Jug Band,Cold Icy Floor,jug band,1760,0.320789935,1.50891,0.4997,186.67057,0.2,0.418381812,7,38.00335,-79.77127,-11.552,1,179.885,0.24902,117.269,4,0
Joe McBride,This Is How A Heart Breaks,smooth jazz,1761,0.338946969,0.3072,0.3072,291.13424,0.108,0.492440728,3,37.15735675,-63.93335787,-12.446,1,287.794,0.10086,93.331,5,0
Greater Vision,Heaven's Hero (Featuring Champion Of Love),ccm,1762,0.358285252,0.72183,0.2517,252.682,0.062,0.476968971,5,37.15735675,-63.93335787,-8.925,1,246.648,0.2517,129.493,4,0
Headliners,Sag Ihnen Bescheid,hard house,1763,0.326235946,0.50239,0.14845,216.89424,0.27,0.530631077,9,37.15735675,-63.93335787,-5.893,1,207.981,0.14845,160.158,4,2005
Lady Saw,Bare As You Dare,dancehall,1764,0.440326073,1.39385,0.76877,230.53016,0.368,0.680620248,11,37.15735675,-63.93335787,-11.485,1,220.479,0.45238,97.004,4,1994
The Stranglers,It Only Takes Two To Tango,pop rock,1765,0.472748273,0.11047,0.11047,217.96526,0.073,0.719313234,4,37.15735675,-63.93335787,-10.011,1,204.138,0.11047,107.657,1,1981
Hot Club Of Detroit,Night Time,gypsy jazz,1766,0.309139498,1.07555,0.52868,309.96853,0.169,0.475457701,4,37.15735675,-63.93335787,-12.469,1,300.513,0.25255,110.19,4,0
Funeral For A Friend,Crash And Burn [Home Demo],post-hardcore,1767,0.590449277,1.11617,0.54883,261.14567,0.752,0.851073009,8,37.15735675,-63.93335787,-14.957,0,228.595,0.16673,105.324,4,2007
Lyrics Born,Bad Dreams,hip hop,1768,0.512197243,0.66775,0.66775,200.38485,0,0.577158124,1,37.15735675,-63.93335787,-5.167,1,195.889,0.30998,85.012,4,2003
Rancid,Black Lung (Album Version),ska punk,1769,0.542054632,0.88759,0.2641,113.47546,0.214,0.850728266,8,37.87869,-121.94345,-3.761,1,113.475,0.2641,190.922,3,0
George Michael,Praying For Time,rock,1770,0.5457307,1.06519,0.59628,281.33832,0.317,0.803105473,10,51.50632,-0.12714,-8.183,1,271.65,0.36005,127.844,4,1990
Tulipunaruusut,Ilta Oulunjoella,humppa,1771,0.207285953,5.31743,4.82096,209.34485,4.847,0.308753634,7,37.15735675,-63.93335787,-11.786,0,205.88,4.56575,118.577,4,0
The Vaughan Brothers;Stevie Ray Vaughan;Jimmy Vaughan,Telephone Song,blues-rock,1772,0.364914035,0.62811,0.11778,208.48281,0.09,0.585514007,8,37.15735675,-63.93335787,-8.066,1,197.23,0.11778,117.947,4,1990
Babe Ruth,Dancer (2007 Digital Remaster),neo-progressive,1773,0.348630142,0.82639,0.24602,365.16526,21.966,0.545165441,4,51.76102,-0.23396,-8.351,1,356.531,0.24602,111.315,4,1975
Ronnie Milsap,Don't You Know How Much I Love You,country rock,1774,0.497690507,0.29617,0.29617,151.37914,0,0.63259242,7,35.32689,-83.80489,-12.581,1,148.225,0.29617,112.88,4,1983
David Hudson,Monkey & Turtle,pop rock,1775,0.330212699,0.23603,0.23603,350.56281,0,0.480062115,10,37.15735675,-63.93335787,-12.256,0,332.063,0.0557,166.989,4,0
Joe Satriani,Echo,instrumental rock,1776,0.62220896,0.06639,0.06639,469.60281,0,0.705876402,4,37.15735675,-63.93335787,-10.256,0,459.169,0.06639,100.171,3,1987
